City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
466,Sabang,5.8933,95.3214,81.77,77,5,10.2,ID,1612899621
467,Khorixas,-20.3667,14.9667,72.64,68,92,16.73,NA,1612899622
468,Kysyl-Syr,63.8986,122.7617,-25.46,85,26,7.14,RU,1612899625
469,Daru,-9.0763,143.2092,79.16,84,100,4.03,PG,1612899626
470,Bayburt,40.2589,40.2278,26.37,94,9,4.07,TR,1612899572
471,Lüderitz,-26.6481,15.1594,69.46,69,0,10.83,NA,1612899628
472,Tonekābon,36.8163,50.8738,46.4,100,40,4.61,IR,1612899629
473,Wad Medani,14.4012,33.5199,75.81,19,31,10.76,SD,1612899630
474,Buciumi,47.0333,23.0667,48.2,66,75,3.44,RO,1612899632
475,Port Hueneme,34.1478,-119.1951,61.0,67,75,5.75,US,1612899633
476,Ubari,26.5921,12.7805,60.12,30,0,6.4,LY,1612899634
477,Rūdbār,30.15,62.6,56.25,39,0,4.07,AF,1612899635
478,Moba,33.2288,105.0179,34.47,91,94,1.1,CN,1612899636
479,Requena,39.4883,-1.1004,59.0,74,55,24.45,ES,1612899637
480,Kingston,17.997,-76.7936,86.0,74,40,23.02,JM,1612899459
481,Palana,59.1167,159.9667,29.3,93,100,38.05,RU,1612899642
482,Mogwase,-25.185,27.2665,72.14,62,1,1.21,ZA,1612899643
483,Alofi,-19.0595,-169.9187,78.8,94,100,4.61,NU,1612899644
484,Bilibino,68.0546,166.4372,-6.93,87,0,3.13,RU,1612899646
485,Kālīganj,23.4095,89.1402,62.24,36,0,3.42,BD,1612899369
486,San Juan,-31.5375,-68.5364,76.21,43,80,5.86,AR,1612899601
487,Menomonie,44.8755,-91.9193,8.01,61,1,12.66,US,1612899650
488,Carauari,-4.8828,-66.8958,86.27,73,53,3.31,BR,1612899651
489,Nacala,-14.5428,40.6728,79.68,85,100,12.84,MZ,1612899652
490,Bontang,0.1333,117.5,78.35,85,2,3.2,ID,1612899623
491,Río Bueno,-40.3167,-72.9667,87.8,35,0,6.91,CL,1612899655
492,French Harbor,16.35,-86.4333,82.99,78,20,11.5,HN,1612899656
493,Aykhal,66.0,111.5,-18.6,86,100,8.5,RU,1612899657
494,Krasnosel'kup,65.7,82.4667,-11.27,88,100,16.82,RU,1612899658
495,Los Llanos de Aridane,28.6585,-17.9182,66.2,68,40,4.56,ES,1612899659
496,Stevens Point,44.5236,-89.5746,10.99,56,1,11.5,US,1612899595
497,Mirebalais,18.8333,-72.1053,91.4,35,73,16.11,HT,1612899664
498,St. George's,12.0564,-61.7485,82.4,69,20,18.41,GD,1612899665
499,La Crosse,43.8014,-91.2396,12.99,56,1,9.22,US,1612899628
500,Nome,64.5011,-165.4064,-0.4,42,1,12.66,US,1612899811
501,Vestmannaeyjar,63.4427,-20.2734,37.6,79,100,16.62,IS,1612899813
502,Carballo,43.213,-8.691,45.0,88,100,3.0,ES,1612899814
503,Egvekinot,66.3167,-179.1667,-13.38,75,52,9.71,RU,1612899813
504,Lodeynoye Pole,60.726,33.5531,0.63,94,100,2.48,RU,1612899816
505,Kingisepp,59.3733,28.6134,5.65,93,100,4.45,RU,1612899819
506,Mount Isa,-20.7333,139.5,78.8,89,82,5.75,AU,1612899820
507,Praia,14.9215,-23.5087,69.8,73,0,20.71,CV,1612899821
508,Xingcheng,40.6167,120.7167,31.84,83,90,6.13,CN,1612899822
509,Barcelos,41.5388,-8.6151,55.4,76,75,13.8,PT,1612899751
510,Sisimiut,66.9395,-53.6735,18.84,80,0,4.0,GL,1612899824
511,Greytown,-29.0642,30.5928,65.93,98,100,2.46,ZA,1612899825
512,Marovoay,-16.1,46.6333,77.0,94,20,12.66,MG,1612899827
513,Pāli,25.7667,73.3333,63.63,29,99,4.97,IN,1612899828
514,Kirkuk,35.4681,44.3922,56.14,56,1,3.38,IQ,1612899829
515,Inta,66.0317,60.1659,-28.28,85,32,6.13,RU,1612899831
516,Beyneu,45.3167,55.2,28.09,80,100,16.46,KZ,1612899833
517,Sayyan,15.1718,44.3244,47.39,64,53,7.72,YE,1612899834
518,Lompoc,34.6391,-120.4579,53.6,76,90,3.44,US,1612899835
519,Kalininsk,51.5,44.4758,7.12,94,100,21.09,RU,1612899837
520,Biak,-0.9131,122.8766,77.88,82,96,1.25,ID,1612899838
521,Galveston,29.3669,-94.9669,71.01,83,90,10.36,US,1612899840
522,Sémbé,1.6481,14.5806,77.41,67,80,3.31,CG,1612899841
523,Harper,4.375,-7.7169,80.33,82,92,5.1,LR,1612899842
524,Nova Russas,-4.7067,-40.5631,79.75,68,100,1.63,BR,1612899843
525,Omboué,-1.5746,9.2618,77.86,88,100,3.83,GA,1612899845
526,Ingham,42.6,-84.3833,19.0,62,75,13.8,US,1612899846
527,Dubki,43.0225,46.8372,38.41,83,0,4.76,RU,1612899848
528,Verkhovazh'ye,60.7472,42.0465,-10.19,90,27,1.97,RU,1612899849
529,Manzanillo,20.3433,-77.1167,84.81,53,99,2.53,CU,1612899850
530,Zhangjiakou,40.81,114.8794,27.0,84,0,4.21,CN,1612899851
531,Chara,56.9064,118.2631,6.58,79,100,1.41,RU,1612899852
532,Mitú,1.1983,-70.1733,82.09,91,100,3.53,CO,1612899853
533,Tokur,53.1333,132.9,-20.79,88,53,1.68,RU,1612899855
534,Charter Township of Clinton,42.587,-82.9199,23.0,63,75,5.28,US,1612899699
535,Kulhudhuffushi,6.6221,73.07,81.46,68,0,8.43,MV,1612899857
536,Fereydūnkenār,36.6864,52.5225,48.2,100,20,9.22,IR,1612899858
537,Navolato,24.7672,-107.6944,80.01,38,1,9.22,MX,1612899859
538,San Policarpo,12.1791,125.5072,78.98,85,100,14.65,PH,1612899860
539,Arlit,18.7369,7.3853,73.02,15,1,5.01,NE,1612899862
540,Tommot,58.9564,126.2925,-5.3,89,99,1.61,RU,1612899888
541,Ketchikan,55.3422,-131.6461,19.4,73,20,4.61,US,1612899889
542,Gisors,49.2818,1.7801,28.4,80,90,18.41,FR,1612899890
543,Margate,51.3813,1.3862,33.01,56,95,8.01,GB,1612899891
544,Saint Lawrence,36.0553,14.204,57.99,88,0,8.05,MT,1612899893
545,Whyalla,-33.0333,137.5833,64.4,59,0,5.75,AU,1612899895
546,Sozimskiy,59.7418,52.2482,-23.28,86,0,4.63,RU,1612899896
547,Corinth,37.9407,22.9573,57.99,61,45,3.0,GR,1612899897
548,Kauhajoki,62.4333,22.1833,19.99,93,90,2.62,FI,1612899898
549,Villa Carlos Paz,-31.4241,-64.4978,71.01,77,100,1.99,AR,1612899899
550,Broken Hill,-31.95,141.4333,73.4,27,0,6.91,AU,1612899901
551,Shihezi,44.3,86.0333,25.74,98,98,9.17,CN,1612899902
552,Vysokogornyy,50.1167,139.15,-9.53,88,100,4.74,RU,1612899904
553,Matagami,49.7502,-77.6328,10.4,56,75,6.91,CA,1612899905
554,Lar,26.2039,83.9717,56.84,69,37,2.91,IN,1612899907
555,Wolbrom,50.3796,19.7583,23.0,92,100,3.67,PL,1612899908
556,Umluj,25.0213,37.2685,75.96,50,97,7.27,SA,1612899909
557,Makkah al Mukarramah,21.4267,39.8261,75.22,50,0,6.02,SA,1612899910
558,Dalaba,10.7,-12.25,72.95,28,1,4.43,GN,1612899911
559,De-Kastri,51.4667,140.7833,5.05,90,100,13.04,RU,1612899913
560,Zlobin,45.2924,14.6541,51.01,93,75,5.75,HR,1612899914
561,Tairua,-37.0167,175.85,70.0,93,100,3.0,NZ,1612899915
562,Chiredzi,-21.05,31.6667,73.54,68,99,2.21,ZW,1612899916
563,Beringovskiy,63.05,179.3167,-9.0,91,98,10.96,RU,1612899918
564,El Rosario,24.2556,-107.1828,80.01,38,1,9.22,MX,1612899919
565,Stornoway,58.2093,-6.3865,33.8,69,40,10.36,GB,1612899920
566,Nizwá,22.9333,57.5333,65.25,40,100,3.36,OM,1612899921
567,Valle de Allende,26.9333,-105.4,75.61,14,0,6.06,MX,1612899922
568,Bandiagara,14.3501,-3.6104,82.02,15,0,8.63,ML,1612899923
569,Tual,-5.6667,132.75,83.16,79,94,18.1,ID,1612899925
570,Sazonovo,59.0919,35.2268,1.99,93,100,2.86,RU,1612899926
571,Sapucaia,-29.8333,-51.15,84.2,54,75,11.5,BR,1612899927
572,Flinders,-34.5833,150.8552,63.0,90,100,1.01,AU,1612899928
573,Dudinka,69.4058,86.1778,-19.7,87,73,8.55,RU,1612899929
574,Shache,38.4167,77.2406,40.5,60,86,7.38,CN,1612899930
575,Verkhnevilyuysk,63.4453,120.3167,-27.04,85,4,5.44,RU,1612899932
576,Sergeevka,53.88,67.4158,-15.86,88,100,10.6,KZ,1612899933
577,Dagua,3.6569,-76.6886,86.0,51,40,4.61,CO,1612899934
578,Lafia,8.4833,8.5167,83.86,14,29,4.63,NG,1612899935
579,Swellendam,-34.0226,20.4417,66.2,77,1,1.14,ZA,1612899936
580,El Batey,19.7667,-70.5167,84.2,74,40,13.8,DO,1612899937
581,Paranaíba,-19.6772,-51.1908,85.68,43,22,5.75,BR,1612899939
582,Pottstown,40.2454,-75.6496,36.0,80,90,5.75,US,1612899940
583,Ilebo,-4.3167,20.5833,77.34,68,100,2.15,CD,1612900265
584,Paraíso,9.8383,-83.8656,80.6,50,0,12.66,CR,1612900266
585,Tønder,54.9331,8.8667,26.01,81,100,1.99,DK,1612900267
586,Leh,34.1667,77.5833,19.18,85,100,2.26,IN,1612900251
587,San Joaquin,37.9333,-121.3011,60.01,63,20,4.61,US,1612900054
588,Holenarasipura,12.7828,76.2431,62.55,58,0,7.27,IN,1612900271
589,Altay,47.8667,88.1167,21.63,94,100,3.69,CN,1612900272
590,Waipawa,-41.4122,175.5153,64.4,88,75,18.41,NZ,1612900273
591,Tyul'gan,52.3405,56.166,-20.18,88,28,2.06,RU,1612900274
592,Catuday,16.2923,119.8062,75.78,81,87,14.16,PH,1612900275
593,Tabas,33.5959,56.9244,54.45,41,0,1.5,IR,1612900115
594,Marawi,7.9986,124.2928,73.99,94,83,4.0,PH,1612900278
595,Ishigaki,24.3448,124.1572,68.13,74,99,18.54,JP,1612900272
